,us,cns,conf
470,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 5 8 ,0.03125
471,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 6 ,0.017857142857142856
472,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 8 ,0.03125
473,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 8 7 ,0.03125
474,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 6 7 ,0.017857142857142856
475,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 6 8 ,0.03125
476,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 7 ,0.017857142857142856
477,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 8 ,0.03125
478,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",2 11 ,0.06666666666666667
479,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",2 11 4 ,0.06666666666666667
480,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 5 ,0.017857142857142856
481,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 ,0.03125
482,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 6 ,0.03125
483,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 6 7 ,0.03125
484,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 7 ,0.03125
485,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 5 6 ,0.017857142857142856
486,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 5 8 ,0.03125
487,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 5 8 7 ,0.03125
488,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 5 6 7 ,0.017857142857142856
489,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 5 6 8 ,0.03125
490,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 5 7 ,0.017857142857142856
491,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 5 8 ,0.03125
492,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 6 ,0.017857142857142856
493,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 8 ,0.03125
494,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 8 7 ,0.03125
495,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 6 7 ,0.017857142857142856
496,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 6 8 ,0.03125
497,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 7 ,0.017857142857142856
498,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 8 ,0.03125
499,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",2 11 12 ,0.06666666666666667
500,"(0,1,1,evaluaterequest,1,rejectrequest)",2 11 4 ,0.25
501,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 5 ,0.03571428571428571
502,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 ,0.0625
503,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 6 ,0.0625
504,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 6 7 ,0.0625
505,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 8 7 ,0.0625
506,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 5 6 ,0.03571428571428571
507,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 5 8 ,0.0625
508,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 5 8 7 ,0.0625
509,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 5 6 7 ,0.03571428571428571
510,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 5 6 8 ,0.0625
511,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 5 7 ,0.03571428571428571
512,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 5 8 ,0.0625
513,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 6 ,0.03571428571428571
514,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 8 ,0.0625
515,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 8 7 ,0.0625
516,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 6 7 ,0.03571428571428571
517,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 6 8 ,0.0625
518,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 11 7 ,0.03571428571428571
519,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 8 ,0.0625
520,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",2 11 12 4 ,0.06666666666666667
521,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 5 ,0.017857142857142856
522,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 12 8 ,0.03125
523,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 12 8 6 ,0.03125
524,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 12 8 6 7 ,0.03125
525,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 11 12 8 7 ,0.03125
526,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 5 6 ,0.017857142857142856
527,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 12 5 8 ,0.03125
528,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 12 5 8 7 ,0.03125
529,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 5 6 7 ,0.017857142857142856
530,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 12 5 6 8 ,0.03125
531,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 5 7 ,0.017857142857142856
532,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 12 5 8 ,0.03125
533,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 6 ,0.017857142857142856
534,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 12 8 ,0.03125
535,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 11 12 8 7 ,0.03125
536,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 6 7 ,0.017857142857142856
537,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 12 6 8 ,0.03125
538,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 11 12 7 ,0.017857142857142856
539,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 11 12 8 ,0.03125
540,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",2 12 ,0.06666666666666667
541,"(0,1,1,evaluaterequest,1,rejectrequest)",2 4 ,0.25
542,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 5 ,0.03571428571428571
543,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 ,0.0625
544,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 6 ,0.0625
545,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 6 7 ,0.0625
546,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 7 ,0.0625
547,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 5 6 ,0.03571428571428571
548,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 5 8 ,0.0625
549,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 5 8 7 ,0.0625
550,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 5 6 7 ,0.03571428571428571
551,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 5 6 8 ,0.0625
552,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 5 7 ,0.03571428571428571
553,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 5 8 ,0.0625
554,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 6 ,0.03571428571428571
555,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 8 ,0.0625
556,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",2 8 7 ,0.0625
557,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 6 7 ,0.03571428571428571
558,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 6 8 ,0.0625
559,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)",2 7 ,0.03571428571428571
560,"(0,1,1,evaluaterequest,1,rejectrequest)(1,2,1,rejectrequest,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",2 8 ,0.0625
561,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",2 12 4 ,0.06666666666666667
562,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 5 ,0.017857142857142856
563,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 12 8 ,0.03125
564,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 12 8 6 ,0.03125
565,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 12 8 6 7 ,0.03125
566,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 12 8 7 ,0.03125
567,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 5 6 ,0.017857142857142856
568,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 12 5 8 ,0.03125
569,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 12 5 8 7 ,0.03125
570,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 5 6 7 ,0.017857142857142856
571,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 12 5 6 8 ,0.03125
572,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 5 7 ,0.017857142857142856
573,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 12 5 8 ,0.03125
574,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 6 ,0.017857142857142856
575,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 12 8 ,0.03125
576,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",2 12 8 7 ,0.03125
577,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 6 7 ,0.017857142857142856
578,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 12 6 8 ,0.03125
579,"(0,1,1,evaluaterequest,1,createanewbankaccount)",2 12 7 ,0.017857142857142856
580,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",2 12 8 ,0.03125
581,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",4 ,0.06666666666666667
582,"(0,1,1,evaluaterequest,1,createanewbankaccount)",5 ,0.017857142857142856
583,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",8 ,0.03125
584,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",8 6 ,0.03125
585,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",8 6 7 ,0.03125
586,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",8 7 ,0.03125
587,"(0,1,1,evaluaterequest,1,createanewbankaccount)",5 6 ,0.017857142857142856
588,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",5 8 ,0.03125
589,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",5 8 7 ,0.03125
590,"(0,1,1,evaluaterequest,1,createanewbankaccount)",5 6 7 ,0.017857142857142856
591,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",5 6 8 ,0.03125
592,"(0,1,1,evaluaterequest,1,createanewbankaccount)",5 7 ,0.017857142857142856
593,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",5 8 ,0.03125
594,"(0,1,1,evaluaterequest,1,createanewbankaccount)",6 ,0.017857142857142856
595,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",8 ,0.03125
596,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)",8 7 ,0.03125
597,"(0,1,1,evaluaterequest,1,createanewbankaccount)",6 7 ,0.017857142857142856
598,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",6 8 ,0.03125
599,"(0,1,1,evaluaterequest,1,createanewbankaccount)",7 ,0.017857142857142856
600,"(0,1,1,evaluaterequest,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)",8 ,0.03125
601,"(0,1,1,evaluatetheapplication,1,onlineapplicationreceived)",11 ,0.06666666666666667
602,"(0,1,1,evaluaterequest,1,acceptrequest)",2 ,0.25
603,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)",3 ,0.25
604,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)",3 4 ,0.25
605,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 5 ,0.07142857142857142
606,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 ,0.125
607,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 6 ,0.125
608,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 6 7 ,0.125
609,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 7 ,0.125
610,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 5 6 ,0.07142857142857142
611,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendabankcardinaletter)",3 5 8 ,0.125
612,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendabankcardinaletter)",3 5 8 7 ,0.125
613,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 5 6 7 ,0.07142857142857142
614,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendapinnumberinaletter)",3 5 6 8 ,0.125
615,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 5 7 ,0.07142857142857142
616,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendapinnumberinaletter)",3 5 8 ,0.125
617,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 6 ,0.07142857142857142
618,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendabankcardinaletter)",3 8 ,0.125
619,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendabankcardinaletter)",3 8 7 ,0.125
620,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 6 7 ,0.07142857142857142
621,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendapinnumberinaletter)",3 6 8 ,0.125
622,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)",3 7 ,0.07142857142857142
623,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,createanewbankaccount)(3,4,1,createanewbankaccount,1,sendapinnumberinaletter)",3 8 ,0.125
624,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)",3 12 ,0.25
625,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)",3 4 ,1.0
626,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)",3 5 ,0.14285714285714285
627,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 ,0.25
628,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 6 ,0.25
629,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 6 7 ,0.25
630,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendawelcomepackinaletter)",3 8 7 ,0.25
631,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)",3 5 6 ,0.14285714285714285
632,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendabankcardinaletter)",3 5 8 ,0.25
633,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendabankcardinaletter)",3 5 8 7 ,0.25
634,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)",3 5 6 7 ,0.14285714285714285
635,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendapinnumberinaletter)",3 5 6 8 ,0.25
636,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)",3 5 7 ,0.14285714285714285
637,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendapinnumberinaletter)",3 5 8 ,0.25
638,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)",3 6 ,0.14285714285714285
639,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendabankcardinaletter)",3 8 ,0.25
640,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)(4,5,1,createanewbankaccount,1,sendabankcardinaletter)",3 8 7 ,0.25
641,"(0,1,1,evaluaterequest,1,acceptrequest)(1,2,1,acceptrequest,1,notifythecustomerbyemail)(0,3,1,evaluaterequest,1,rejectrequest)(3,4,1,rejectrequest,1,createanewbankaccount)",3 6 7 ,0.14285714285714285
